charge_cycles,avg_temperature_c,battery_type,charge_rate,discharge_depth,battery_age_months,voltage_variation,cooling_system,manufacturer,usage_pattern,capacity_remaining_percent
906.0,28.824809679681685,Li-ion,Superfast,65.06342938168245,6.0,4.246215709534311,Passive,C,Performance,55.549896482737594
1543.0,19.20228131108267,Li-Po,Fast,69.18519621245089,39.0,2.6250464424492956,Passive,B,Performance,78.21878799693927
1802.0,20.43583725810344,Li-ion,Slow,82.09627738138656,57.0,2.7660864354692825,Passive,B,Urban,85.1261894015733
1061.0,40.44496180438483,Li-ion,Slow,84.4573560573526,32.0,1.531694433442134,Active,D,Urban,61.91608634930236
1507.0,19.88156067931452,Li-ion,Slow,,49.0,3.4177436652808675,Passive,A,Mixed,96.18973612650916
1102.0,34.97742999024783,Li-Po,Fast,63.30373831377371,43.0,4.4952896932801885,Active,E,Highway,75.03211889960541
1823.0,27.555841403033764,Li-ion,Medium,29.88191508975042,44.0,1.9828139893631038,None,D,Highway,66.39659294617407
113.0,44.047100579089225,Li-ion,Superfast,87.3612134958039,,3.2863367289644785,None,D,Performance,96.85868761983406
986.0,16.983130856647126,Li-Po,Slow,87.63583506665566,45.0,1.9937703385031993,Passive,B,Mixed,94.63369266295797
1169.0,39.911665980922855,Li-Po,Slow,43.96045751995651,1.0,4.067236003254486,Active,E,Urban,86.90062488430694
1739.0,29.743476933078647,NiMH,Fast,32.8496165937634,50.0,2.6373188164654273,None,A,Highway,65.10508743720078
589.0,15.160571125925658,Li-ion,Fast,25.607342256021326,54.0,2.027610599988671,Active,A,Performance,70.29072966193455
559.0,22.90980656818661,Li-ion,Slow,65.99811535292687,51.0,2.3902198439508133,Active,B,Performance,85.86613485387929
1413.0,27.230905576478083,Li-Po,Medium,27.314248031990385,43.0,0.9105238462830272,None,C,Highway,59.634784868098414
1761.0,24.425842603467753,Li-ion,Fast,,31.0,4.397527189950982,Passive,B,Highway,75.745848539713
300.0,25.873483920418,Li-ion,Slow,74.2501120827317,30.0,4.811310749021471,Passive,E,Highway,88.36155765891542
1779.0,42.500157274115395,Li-ion,Medium,69.11899257052997,54.0,2.6483638088093744,None,C,Urban,84.20107220768564
1352.0,25.82802097176983,Li-Po,Fast,90.12484014904756,18.0,1.4960174363516272,Active,E,Highway,87.43652035150157
88.0,27.564881382081985,Li-ion,Medium,50.262455418330546,29.0,3.4909528959002243,Passive,A,Mixed,96.37979995712978
118.0,37.833946607343385,Li-ion,Slow,92.18156660996621,42.0,2.5357166579351422,Active,C,Mixed,100.35090587908581
326.0,38.81500697245126,Li-ion,Medium,22.954029507690468,38.0,1.6353503637728886,None,E,Highway,73.83594266116468
1193.0,17.522689553600838,Li-ion,Slow,29.0205590337126,23.0,0.6729491457056707,Passive,A,Urban,53.119055992472205
1159.0,36.122101037010125,NiMH,Fast,52.97644500147547,22.0,4.503670033048304,Passive,E,Performance,93.38621681484577
226.0,29.47715861030327,Li-ion,Superfast,67.51944149508589,2.0,4.0853045842027145,Passive,C,Highway,56.13422852842985
1020.0,19.01561679712966,Li-ion,Superfast,22.59005093114925,5.0,4.230527259377207,None,A,Highway,61.41110770218118
655.0,22.941316918406528,Li-ion,,65.39475771394112,42.0,2.47927878919125,None,E,Highway,83.96470759174758
1165.0,16.35106491919556,Li-ion,Superfast,44.59186531864251,15.0,3.8896492637904236,None,D,Mixed,88.7782326928378
1493.0,25.807115664355056,,Slow,90.97174462494634,32.0,3.1155136874599805,Active,C,Mixed,86.12165693068955
130.0,22.662193210020725,Lead-Acid,Superfast,62.66276733349847,46.0,2.186488833860719,Active,C,Performance,72.80159410094288
390.0,26.46310192140053,Li-ion,Superfast,67.0315126573947,6.0,4.29233939654981,Active,C,Urban,97.7394870427425
470.0,32.410216425922705,Li-ion,Fast,95.64974488919066,14.0,4.994408966199883,Passive,A,Highway,93.27420599829583
277.0,36.9701865610986,Li-ion,Slow,81.13368213236748,24.0,4.5467703827346195,Passive,C,Highway,
1968.0,33.16055959678589,Li-ion,Medium,55.06186129174125,57.0,3.9928638725883756,Passive,E,Highway,72.93593548509901
522.0,35.35131906779837,Li-ion,Fast,58.15036919648155,21.0,3.863785874865696,None,D,Performance,74.11894852601829
137.0,40.9691736185638,Li-ion,Medium,71.83390948475191,14.0,3.4261197935758467,None,E,Highway,59.150265407169336
1423.0,41.21473330384533,Li-Po,Fast,36.01593733204105,,4.341278735778097,Passive,E,Mixed,90.54465984918514
1713.0,40.821580450775215,Li-Po,Slow,27.09206723952981,55.0,2.718865615210997,None,C,Urban,95.03009588931216
1883.0,19.5950674643858,Li-ion,Medium,44.89892127564947,4.0,1.3177827958909685,Active,D,Mixed,93.01864636808537
239.0,22.53207400780936,Li-Po,Fast,82.27062383489843,58.0,3.9562237592114293,Active,D,Highway,78.44909329477886
,30.069759147827163,Li-Po,Superfast,40.58590390159608,44.0,4.637778683791484,None,D,Performance,93.57293935966743
1030.0,25.76217882048081,Li-ion,Medium,30.460736026873576,21.0,2.0360853136872477,Active,D,Mixed,91.10125933979637
1719.0,18.950069048398895,NiMH,Fast,37.521807876980816,17.0,4.0234248408071105,Active,B,Urban,93.28268427964858
1030.0,23.632507038169543,Li-Po,Fast,74.31783296045651,29.0,1.7317521638708633,Active,D,Performance,101.06053319996774
185.0,44.26286284996917,Li-ion,Medium,69.1158445354815,51.0,4.741701230114069,Passive,C,Highway,92.12000178742967
1398.0,25.407802664896085,NiMH,Superfast,75.06519978371489,16.0,3.57557446406204,None,D,Highway,64.07587821719112
89.0,27.567422048878843,Li-ion,Medium,45.75664981443056,18.0,3.0617419423207872,None,E,Performance,92.68487164722404
1723.0,15.19204265571891,Li-ion,Medium,92.06849015466173,38.0,4.0094157105660875,Passive,B,Mixed,69.53302551139613
1360.0,36.582446393705965,Li-ion,Medium,56.141628586251635,41.0,4.1595402675089375,Active,E,Mixed,76.84199531955049
305.0,27.406501966361393,Li-Po,Fast,61.09704255415549,58.0,,Passive,C,Performance,91.41277541077422
1871.0,18.094201886854833,Li-ion,Superfast,,51.0,4.555037897813437,Active,C,Mixed,66.46937929889191
996.0,44.05670214914016,Li-ion,Medium,98.34218143559805,44.0,,Passive,D,Urban,51.356323501991156
1670.0,38.3229963775526,Li-ion,Medium,72.92341807332414,11.0,1.0530842360575794,Active,C,Performance,87.34351519834648
1493.0,36.78450268298181,Li-ion,Medium,95.58505540606329,32.0,4.217273951842437,Passive,B,Urban,96.91305422936088
1902.0,,Li-ion,Medium,63.32059090723546,28.0,4.757232440210802,Passive,E,Performance,98.2501993113168
588.0,27.224402535514134,Li-ion,Medium,44.58263564534174,16.0,1.8845233165577324,Active,C,Urban,91.54332953368485
1815.0,36.556006208773454,Li-ion,Medium,45.207428477323305,34.0,0.5387081829472191,Active,C,Highway,98.62742862088618
1364.0,21.186236921563534,Li-Po,Superfast,64.71524719058763,50.0,1.952173350658391,None,B,,92.67411680320437
1389.0,35.9136164235636,Li-ion,Superfast,68.40288965241587,30.0,2.2228886118765723,None,A,Mixed,51.56515052788585
1873.0,15.422372765628085,Li-Po,Superfast,55.16936559357991,38.0,3.9246501412553103,Passive,A,Performance,68.18208212355012
907.0,18.789161413218423,Li-ion,,90.70171868094751,58.0,0.7141309953702761,Passive,B,Highway,67.47752902353258
181.0,27.757767558085455,Li-ion,Slow,54.135689497084044,,1.4568810624169712,None,C,Performance,61.39654611993059
1676.0,15.362780844180245,Li-Po,Fast,41.87389175981343,5.0,4.522858637875878,None,B,Performance,91.492725564727
917.0,28.858975663512577,Li-ion,Superfast,20.638550267483183,9.0,1.1966918425314532,Active,B,Urban,77.04467196709726
790.0,30.68375247195012,Li-Po,Superfast,97.64554225261095,13.0,3.9166144338575424,None,A,Highway,93.48704797372909
588.0,33.64819792761246,Li-ion,Superfast,85.94506265143555,39.0,2.125896870105841,Passive,D,Mixed,81.27016308696162
1376.0,18.01160030980849,Li-ion,Medium,69.24476677482632,23.0,,None,C,Mixed,80.71168597290544
1975.0,20.43035739381637,Li-ion,Medium,86.44338031227691,27.0,0.8323092648634636,None,E,Mixed,69.97571957137794
331.0,33.39850112151585,Li-ion,Fast,84.82313842007551,32.0,1.7895107528871952,None,B,Performance,91.05935188628762
541.0,34.74563137387918,Li-ion,Superfast,94.54806241806601,31.0,2.41155381873524,None,A,Mixed,85.52076647943431
329.0,15.777006846308288,Li-ion,Medium,50.885414668829995,33.0,4.35745681735005,Passive,D,Performance,
1573.0,31.211020863451147,Li-ion,,64.38817936687526,42.0,3.0357313594075293,None,C,Highway,101.66581208880939
1272.0,38.549451959964976,Li-ion,Superfast,27.890241897619674,26.0,0.7035138188496013,None,B,Performance,74.06503831935669
1448.0,17.073026333561824,Li-ion,Medium,97.22523405751785,18.0,4.108399579967568,Passive,A,Mixed,66.46269013564502
1373.0,27.39518595739559,Li-ion,Medium,98.81016554259999,12.0,,None,B,Highway,85.76523891793939
1983.0,24.795338190903056,Li-ion,Slow,83.12673983449614,3.0,4.704649537963553,Passive,E,Mixed,61.58598636374421
958.0,42.4099687605605,Li-ion,Medium,56.32967865186694,,1.452728507181753,None,C,Performance,93.19349176799557
715.0,20.57407179619366,Li-Po,Slow,59.725340073148615,14.0,2.6956676509567465,None,C,Performance,85.37890607094262
,24.550812394334404,Li-ion,Medium,54.82935463902856,59.0,0.8252643594483908,None,C,Mixed,
604.0,41.95334234973909,Li-ion,Superfast,43.464850921778435,47.0,3.0277057383399493,Active,C,Highway,67.11067087185339
1395.0,24.919599181799185,Li-ion,Medium,62.22331244390133,12.0,2.7375291532781674,None,A,,94.4301292725191
1183.0,30.940423217567833,,Fast,24.275605560045346,4.0,2.3461184069660432,Passive,E,,76.04841942406458
1696.0,15.99106011692638,Li-ion,Superfast,99.35096495497346,56.0,0.6600781266531789,Active,B,Urban,53.07612638552043
520.0,44.547073085251085,Li-ion,Fast,53.92401081313126,16.0,4.455213703931763,None,A,Urban,60.096801904168146
461.0,39.748401236135685,Li-ion,Superfast,94.1893267229685,11.0,4.111864694657881,Passive,D,Urban,61.31775659503445
562.0,34.03202834240029,Li-ion,Medium,77.94171685280028,36.0,3.3486350914804586,None,C,,89.93553076789226
1553.0,16.822658192699407,Li-ion,Medium,43.19543334911472,38.0,3.075034921852687,Passive,C,Performance,60.562521517313286
1213.0,17.24609884118342,Li-ion,Medium,37.76420945396819,57.0,3.6272589411642406,None,B,Highway,79.2196972387095
927.0,31.349208923720692,Li-ion,Slow,99.6540347009885,48.0,1.1479550716146525,Passive,C,Urban,83.93218566985988
739.0,23.551933086103027,Li-ion,Medium,81.77010840432285,2.0,4.696899108424178,Passive,C,Mixed,90.24058333524954
,33.6836834250952,Li-ion,Fast,39.97291793194727,13.0,1.7810298117708843,,B,Highway,90.76177133536984
1577.0,32.945774455433174,Li-ion,Slow,25.395603854180848,8.0,3.4542062259935102,Active,E,Mixed,87.31540051849694
109.0,40.15954194837893,Li-ion,Medium,,44.0,3.230400565138571,Passive,A,Performance,61.08555736458237
1256.0,23.441311821379273,,Slow,44.24131654488611,21.0,3.364762908720239,Passive,E,Urban,78.26040426930162
468.0,32.33590573472978,Li-ion,Slow,37.706465010217386,26.0,4.455284553869506,Active,B,Highway,65.08881824124563
1006.0,38.32089956516283,Li-Po,Superfast,78.79499321194689,38.0,1.8316004299277888,Passive,C,Highway,90.30507300502194
1867.0,29.723189589669786,Li-ion,Slow,74.34090581234781,35.0,3.870266847136958,None,C,Mixed,88.90082616550717
874.0,39.91930994816833,Li-ion,Slow,58.51301398081529,15.0,3.1927597877262612,None,E,Mixed,61.94167346707261
957.0,,Li-ion,Superfast,95.41247462162985,40.0,0.8422714892958807,Passive,D,Performance,83.34982152906255
782.0,37.0169329544143,Li-ion,Medium,74.37106928459929,30.0,2.363696063968888,Passive,A,Highway,53.038250921673175
1974.0,43.28946274562935,Li-ion,Fast,91.47356484959273,2.0,4.27078207969585,Active,C,Urban,89.96451768753897
1300.0,24.956499629806984,Li-ion,Slow,35.244235387977525,16.0,1.9190632501876366,Active,B,Urban,90.570507347682
440.0,25.990093272358948,Li-ion,Fast,,13.0,2.6701874749079417,Passive,E,Highway,68.04461936012227
1217.0,17.506490315725642,Li-ion,Slow,28.36161069549826,1.0,2.6988735566914697,None,A,Highway,91.92534040288959
785.0,34.244783387241355,Li-ion,Fast,44.36639982976283,43.0,3.2810444006263815,Active,D,Performance,94.631472593425
1637.0,31.573521769046106,Li-ion,Superfast,97.74226633651043,28.0,4.478080369055824,None,C,Urban,59.883005832501325
1666.0,16.210372761971033,NiMH,,97.02849968738406,1.0,1.280926394533204,None,E,Urban,68.2465453726374
710.0,37.566360809139354,Li-Po,Slow,80.83090836407928,40.0,2.7707759718805653,None,C,Mixed,63.57619518473895
,39.87853487235075,Lead-Acid,Medium,61.68386102263658,34.0,2.4092026667942545,None,E,Mixed,69.46663315316427
1817.0,42.213588124222625,Li-ion,Medium,82.4623839033796,13.0,1.8316404054526838,Active,D,Urban,73.23901625839883
672.0,31.372022585119264,Li-Po,Slow,64.27895609709759,53.0,4.6382367962919755,Passive,B,Highway,76.51837479444566
1581.0,28.57740104705272,Li-Po,Superfast,,2.0,0.5367699158347128,Passive,B,Highway,51.825392502089464
933.0,41.284114635962325,NiMH,,60.123765915489244,59.0,1.049471566836697,Active,A,Mixed,52.86865015418606
1664.0,26.96090457204417,Li-ion,Medium,67.9138756808842,4.0,3.800050024622493,None,C,Highway,84.07220092747664
1864.0,34.663293757036854,Li-Po,Medium,,25.0,1.6854872210911105,Passive,C,Performance,73.02255223082396
176.0,33.46086769202779,Li-ion,,36.26348513933293,34.0,3.754306674915095,Passive,C,Highway,54.66635525543037
1529.0,26.164832994555354,Li-ion,Medium,41.904727584452104,13.0,4.245141248220033,Passive,B,Highway,70.08395555683713
330.0,17.606698126981442,Li-ion,Superfast,69.89021996142925,36.0,1.6457720757553858,None,A,Highway,74.72573452209504
1468.0,,NiMH,Slow,31.6851291948442,32.0,1.363749295383609,Passive,B,Mixed,83.05068535620106
368.0,27.847132216061617,Li-ion,Fast,77.62626410635995,58.0,1.15385284706521,Active,E,Highway,56.153163371763355
490.0,29.436047244700703,Li-ion,Medium,53.81398567692876,21.0,1.400398748971008,,C,Urban,101.72982435749603
390.0,39.68034804569676,NiMH,Superfast,48.26782873642604,26.0,1.702334251027362,Passive,E,Mixed,74.68468785149706
743.0,27.432349497344134,Li-ion,Superfast,84.57850333442823,15.0,4.40937417443229,Active,D,Highway,85.40110985496159
168.0,23.434796242004076,Li-Po,Medium,60.48505995492213,29.0,3.9650198596359463,None,E,,97.22734495288564
827.0,28.862894042254595,Li-Po,Fast,50.27204489527425,26.0,0.5082994261320872,Passive,E,Performance,51.65481493171315
739.0,22.139714412720636,Li-ion,Medium,90.25237724484836,21.0,4.43353613944144,None,E,Highway,81.27066686598333
762.0,17.740818333448697,Li-ion,Superfast,49.46013057595806,12.0,0.8546553486588995,None,B,Mixed,78.09849855699223
1441.0,18.391291010583217,Li-ion,Fast,88.72002263546963,12.0,3.448695278960927,None,E,Highway,52.98515366792863
434.0,24.574633796907825,Lead-Acid,Superfast,60.33589587700466,5.0,1.1816364569757187,Passive,C,Mixed,86.03744273117172
559.0,15.38029252675472,Li-Po,Slow,36.640567796400575,42.0,0.7802411472993029,,A,Urban,61.480683785081595
1655.0,21.606098600437143,Li-ion,Superfast,69.0254550488867,26.0,3.9189681388453,Active,D,,86.49784251161175
1231.0,38.62569422797061,Li-ion,Medium,42.8258821015969,32.0,,None,C,Mixed,68.85671710192474
1896.0,22.038515772909328,Li-ion,Fast,31.77241057409561,2.0,3.195781309900216,Active,A,Urban,90.04656245190068
1683.0,,Li-Po,,26.92234971182236,8.0,2.414088584588565,Passive,C,Mixed,98.97159504848842
1790.0,43.472416799836175,Li-ion,,39.33578686379536,27.0,0.8022733812852896,Passive,E,Highway,94.74665613352178
135.0,33.67410349054858,Li-ion,Fast,78.9243713601753,37.0,3.828281748291386,Active,D,Mixed,75.09382567921764
1975.0,16.800778483069976,Li-Po,Fast,87.03993779005941,54.0,4.19158004525972,Active,C,Highway,61.71419101309109
410.0,16.867318994847086,,Fast,88.93766767855372,8.0,0.6863924438991511,None,D,Mixed,101.60602302586715
1055.0,33.363663770975094,Li-ion,Superfast,41.61186189679549,24.0,2.190727386427727,Passive,B,Urban,84.29393086099074
841.0,31.20386406194735,Li-Po,Medium,72.87783463562735,13.0,3.00792441681572,None,B,Highway,70.58953714853487
1158.0,17.051243171789544,Li-ion,Fast,38.42832479319436,29.0,3.2233254024511275,None,E,,75.03923486891867
408.0,21.729464249200063,Li-ion,Fast,69.82096911745923,13.0,3.1016882351358444,Passive,E,Highway,56.6588751561887
776.0,42.87128743456765,Li-ion,Fast,90.97687944333575,58.0,3.6182329425595823,Passive,B,Mixed,76.27518555504156
1206.0,32.16032431443052,Li-ion,Slow,23.27149460816651,23.0,4.8506729108878535,None,C,Urban,59.00455438305212
1976.0,28.20976194443491,Li-ion,Fast,98.81805341803249,47.0,2.2576393450792,Active,A,,69.01876571265298
1460.0,22.504662357610982,Li-Po,Superfast,86.1670301966756,15.0,3.004806051300152,Passive,,Urban,75.57188177660308
1320.0,19.01094126905613,Li-ion,Superfast,80.93296930349587,24.0,3.6458538325879957,None,B,Performance,99.28553443527599
1214.0,27.07895052332043,Li-ion,Fast,75.30903149694328,58.0,3.1659071993501224,Active,A,Urban,82.48404051142126
,42.67099677993902,Li-ion,Superfast,81.62191111311027,43.0,2.240379635041317,,C,Highway,69.33828941506248
1149.0,16.46134187032625,Li-ion,Superfast,99.56762848324368,23.0,3.308356795774219,Passive,A,Mixed,55.88064330961854
1975.0,44.729364478286,Li-ion,Fast,81.61530376900325,10.0,,Active,A,Performance,88.85380658017812
1171.0,21.234381606060232,Li-ion,Superfast,48.12806277346616,38.0,3.1323581389685153,Active,B,Performance,74.27635055464202
1376.0,27.26302081197028,Li-ion,Slow,69.11374823468026,5.0,1.4229979733856688,Active,D,Performance,53.54406809386096
1539.0,16.351539244971526,Li-ion,Fast,,5.0,2.776916111685944,Passive,D,Urban,84.15748023862123
1128.0,32.54346609324094,Li-ion,Medium,97.60523546053366,31.0,4.479605643923152,Passive,,Highway,68.20547986478459
354.0,29.50665796202975,Li-Po,Superfast,92.01117862605602,40.0,4.408708451145095,None,D,Urban,71.00234662071615
820.0,35.001211042043394,Li-ion,Fast,65.40961819702628,1.0,3.87854566248205,None,E,,93.62039879723697
583.0,31.28034381874418,,Medium,82.50190035947593,2.0,3.6373798149675127,Passive,B,Performance,57.140028449399
84.0,26.94533353941207,Li-ion,Slow,92.77495543774111,49.0,1.189756119922029,None,D,Performance,67.69949327224292
1613.0,37.132700934350126,Li-ion,Slow,39.48802109252475,29.0,,Active,A,Urban,68.91074360775505
1562.0,15.750633833608733,Li-ion,Fast,66.35854855430438,58.0,0.9992808938637235,,D,Performance,50.17312665012062
731.0,31.230870626237856,Li-ion,Fast,58.53730554020387,,4.1777800233620885,Passive,B,Mixed,93.95710365130397
1213.0,18.416286114870278,Li-ion,Slow,81.72730838743531,29.0,1.80969442897888,None,A,Highway,93.43625354585728
,28.080249992575,Li-ion,Slow,50.3266017067063,57.0,3.9508963891209223,Passive,A,Performance,84.41548806845752
,38.733759505740494,Li-ion,Slow,76.71837117665532,55.0,4.1656050117900625,Active,B,Highway,96.74492809130567
1173.0,19.273822387812004,Li-ion,Medium,52.239447120939026,,4.516232438351934,Passive,C,Urban,64.1901036335124
1039.0,43.074310463174555,Li-ion,Medium,28.88598917156034,36.0,3.8922353531949354,Active,,Performance,61.472774592738006
1446.0,41.65514077174214,Li-Po,Fast,28.56971452866538,7.0,3.041280502283216,Passive,B,Mixed,53.56308162160771
808.0,27.447152126000955,Li-ion,Medium,29.524505964254992,28.0,,Passive,B,Performance,80.78466625625927
1096.0,15.179245221778096,Li-ion,,22.60159007457294,10.0,1.9426202457017863,Passive,,Mixed,
1942.0,38.69234480023458,Li-ion,Slow,62.63785372774176,16.0,1.2964828612570038,None,A,Mixed,92.14060841603907
333.0,41.42687410236849,Li-ion,Fast,73.7522145586988,10.0,1.0878629217070106,None,A,Highway,75.02692595172174
162.0,20.242142770662976,NiMH,Medium,30.138272146055165,39.0,1.3191058450254716,Active,B,Highway,60.56828342934747
422.0,42.48576626449671,Li-Po,Fast,68.94864001772896,58.0,4.702783493312813,None,A,Urban,
246.0,42.422918318840885,,Medium,67.81920626063297,26.0,,Passive,E,Mixed,73.68363775090276
1237.0,29.138725531025713,Li-ion,Fast,31.76752411174899,34.0,3.7568185021784744,None,B,Mixed,99.70317147087016
942.0,38.94104432393526,Lead-Acid,Slow,52.32660799690106,34.0,1.330828444916261,None,A,Highway,
871.0,28.34843934815965,Li-Po,Slow,80.41085678167872,40.0,4.888803965970982,Active,C,Urban,56.0704245830937
